ID,VF_GENE
Australia_GCA_013218415,spaS
Australia_GCA_013218415,spaR
Australia_GCA_013218415,spaQ
Australia_GCA_013218415,spaP
Australia_GCA_013218415,spaO
Australia_GCA_013218415,invJ
Australia_GCA_013218415,invI
Australia_GCA_013218415,invC
Australia_GCA_013218415,invB
Australia_GCA_013218415,invA
Australia_GCA_013218415,invE
Australia_GCA_013218415,invG
Australia_GCA_013218415,invF
Australia_GCA_013218415,invH
Australia_GCA_013218415,sopD
Australia_GCA_013218415,sopA
Australia_GCA_013218415,steC
Australia_GCA_013218415,lpfE
Australia_GCA_013218415,lpfD
Australia_GCA_013218415,lpfC
Australia_GCA_013218415,lpfB
Australia_GCA_013218415,lpfA
Australia_GCA_013218545,ratB
Australia_GCA_013218545,sinH
Australia_GCA_013218545,pefD
Australia_GCA_013218545,pefC
Australia_GCA_013218545,pefA
Australia_GCA_013218545,pefB
Australia_GCA_013218545,spvC
Australia_GCA_013218545,spvB
Australia_GCA_013218545,spvR
Australia_GCA_013218545,rck
Australia_GCA_013218545,slrP
Australia_GCA_013218545,sspH2
Australia_GCA_013218545,sseK1
Australia_GCA_013218545,pipB2
Australia_GCA_013218545,mig-14
Australia_GCA_013218545,sseI/srfH
Australia_GCA_013218545,ompA
Australia_GCA_013218545,pipB
Australia_GCA_013218545,sopB/sigD
Australia_GCA_013218545,fimI
Australia_GCA_013218545,fimC
Australia_GCA_013218545,fimD
Australia_GCA_013218545,fimH
Australia_GCA_013218545,fimF
Australia_GCA_013218545,fepG
Australia_GCA_013218545,entB
Australia_GCA_013218545,entA
Australia_GCA_013218545,lpfE
Australia_GCA_013218545,lpfD
Australia_GCA_013218545,lpfC
Australia_GCA_013218545,lpfB
Australia_GCA_013218545,lpfA
Australia_GCA_013218545,misL
Australia_GCA_013218545,mgtB
Australia_GCA_013218545,mgtC
Australia_GCA_013218545,sopD2
Australia_GCA_013218545,spiC/ssaB
Australia_GCA_013218545,ssaC
Australia_GCA_013218545,ssaD
Australia_GCA_013218545,ssaE
Australia_GCA_013218545,sseA
Australia_GCA_013218545,sseB
Australia_GCA_013218545,sscA
Australia_GCA_013218545,sseC
Australia_GCA_013218545,sseD
Australia_GCA_013218545,sseE
Australia_GCA_013218545,sscB
Australia_GCA_013218545,sseF
Australia_GCA_013218545,sseG
Australia_GCA_013218545,ssaG
Australia_GCA_013218545,ssaH
Australia_GCA_013218545,ssaI
Australia_GCA_013218545,ssaJ
Australia_GCA_013218545,ssaK
Australia_GCA_013218545,ssaL
Australia_GCA_013218545,ssaM
Australia_GCA_013218545,ssaV
Australia_GCA_013218545,ssaN
Australia_GCA_013218545,ssaO
Australia_GCA_013218545,ssaP
Australia_GCA_013218545,ssaQ
Australia_GCA_013218545,ssaR
Australia_GCA_013218545,ssaS
Australia_GCA_013218545,ssaT
Australia_GCA_013218545,ssaU
Australia_GCA_013218545,steA
Australia_GCA_013218545,sifB
Australia_GCA_013218545,steB
Australia_GCA_013218545,sseJ
Australia_GCA_013218545,sseL
Australia_GCA_013218545,csgG
Australia_GCA_013218545,csgF
Australia_GCA_013218545,csgE
Australia_GCA_013218545,csgD
Australia_GCA_013218545,csgB
Australia_GCA_013218545,csgA
Australia_GCA_013218545,csgC
Australia_GCA_013218545,sifA
Australia_GCA_013218545,avrA
Australia_GCA_013218545,orgC
Australia_GCA_013218545,orgB
Australia_GCA_013218545,orgA
Australia_GCA_013218545,prgK
Australia_GCA_013218545,prgJ
Australia_GCA_013218545,prgI
Australia_GCA_013218545,prgH
Australia_GCA_013218545,sptP
Australia_GCA_013218545,sicP
Australia_GCA_013218545,sipA/sspA
Australia_GCA_013218545,sipD
Australia_GCA_013218545,sipC/sspC
Australia_GCA_013218545,sipB/sspB
Australia_GCA_013218545,sicA
Australia_GCA_013218545,spaS
Australia_GCA_013218545,spaR
Australia_GCA_013218545,spaQ
Australia_GCA_013218545,spaP
Australia_GCA_013218545,spaO
Australia_GCA_013218545,invJ
Australia_GCA_013218545,invI
Australia_GCA_013218545,invC
Australia_GCA_013218545,invB
Australia_GCA_013218545,invA
Australia_GCA_013218545,invE
Australia_GCA_013218545,invG
Australia_GCA_013218545,invF
Australia_GCA_013218545,invH
Australia_GCA_013218545,sopD
Australia_GCA_013218545,steC
Australia_GCA_013218545,sopA
Australia_GCA_013218545,sopE2
Australia_GCA_013218545,sodCI
Australia_GCA_013218615,steC
Australia_GCA_013218615,sopD2
Australia_GCA_013218615,sseK1
Australia_GCA_013218615,sopA
Australia_GCA_013218615,rck
Australia_GCA_013218615,sseI/srfH
Australia_GCA_013218615,ompA
Australia_GCA_013218615,pipB
Australia_GCA_013218615,sopB/sigD
Australia_GCA_013218615,sspH2
Australia_GCA_013218615,sseL
Australia_GCA_013218615,mgtC
Australia_GCA_013218615,mgtB
Australia_GCA_013218615,misL
Australia_GCA_013218615,sinH
Australia_GCA_013218615,ratB
Australia_GCA_013218615,lpfE
Australia_GCA_013218615,lpfD
Australia_GCA_013218615,lpfC
Australia_GCA_013218615,lpfB
Australia_GCA_013218615,lpfA
Australia_GCA_013218615,sopD
Australia_GCA_013218615,invH
Australia_GCA_013218615,invF
Australia_GCA_013218615,invG
Australia_GCA_013218615,invE
Australia_GCA_013218615,invA
Australia_GCA_013218615,invB
Australia_GCA_013218615,invC
Australia_GCA_013218615,invI
Australia_GCA_013218615,invJ
Australia_GCA_013218615,spaO
Australia_GCA_013218615,spaP
Australia_GCA_013218615,spaQ
Australia_GCA_013218615,spaR
Australia_GCA_013218615,spaS
Australia_GCA_013218615,sicA
Australia_GCA_013218615,sipB/sspB
Australia_GCA_013218615,sipC/sspC
Australia_GCA_013218615,sipD
Australia_GCA_013218615,sipA/sspA
Australia_GCA_013218615,sicP
Australia_GCA_013218615,sptP
Australia_GCA_013218615,prgH
Australia_GCA_013218615,prgI
Australia_GCA_013218615,prgJ
Australia_GCA_013218615,prgK
Australia_GCA_013218615,orgA
Australia_GCA_013218615,orgB
Australia_GCA_013218615,orgC
Australia_GCA_013218615,avrA
Australia_GCA_013218615,mig-14
Australia_GCA_013218615,pipB2
Australia_GCA_013218615,slrP
Australia_GCA_013218615,spvR
Australia_GCA_013218615,spvB
Australia_GCA_013218615,spvC
Australia_GCA_013218615,pefB
Australia_GCA_013218615,pefA
Australia_GCA_013218615,pefC
Australia_GCA_013218615,pefD
Australia_GCA_013218615,csgG
Australia_GCA_013218615,csgF
Australia_GCA_013218615,csgE
Australia_GCA_013218615,csgD
Australia_GCA_013218615,csgB
Australia_GCA_013218615,csgA
Australia_GCA_013218615,csgC
Australia_GCA_013218615,sifA
Australia_GCA_013218615,ssaU
Australia_GCA_013218615,ssaT
Australia_GCA_013218615,ssaS
Australia_GCA_013218615,ssaR
Australia_GCA_013218615,ssaQ
Australia_GCA_013218615,ssaP
Australia_GCA_013218615,ssaO
Australia_GCA_013218615,ssaN
Australia_GCA_013218615,ssaV
Australia_GCA_013218615,ssaM
Australia_GCA_013218615,ssaL
Australia_GCA_013218615,ssaK
Australia_GCA_013218615,ssaJ
Australia_GCA_013218615,ssaI
Australia_GCA_013218615,ssaH
Australia_GCA_013218615,ssaG
Australia_GCA_013218615,sseG
Australia_GCA_013218615,sseF
Australia_GCA_013218615,sscB
Australia_GCA_013218615,sseE
Australia_GCA_013218615,sseD
Australia_GCA_013218615,sseC
Australia_GCA_013218615,sscA
Australia_GCA_013218615,sseB
Australia_GCA_013218615,sseA
Australia_GCA_013218615,ssaE
Australia_GCA_013218615,ssaD
Australia_GCA_013218615,ssaC
Australia_GCA_013218615,spiC/ssaB
Australia_GCA_013218615,fimI
Australia_GCA_013218615,fimC
Australia_GCA_013218615,fimD
Australia_GCA_013218615,fimH
Australia_GCA_013218615,fimF
Australia_GCA_013218615,fepG
Australia_GCA_013218615,entB
Australia_GCA_013218615,entA
Australia_GCA_013218615,sodCI
Australia_GCA_013218615,sopE2
Australia_GCA_013218615,steA
Australia_GCA_013218615,sifB
Australia_GCA_013218615,steB
Australia_GCA_013218615,sseJ
Australia_GCA_013218635,rck
Australia_GCA_013218635,pipB2
Australia_GCA_013218635,mig-14
Australia_GCA_013218635,csgG
Australia_GCA_013218635,csgF
Australia_GCA_013218635,csgE
Australia_GCA_013218635,csgD
Australia_GCA_013218635,csgB
Australia_GCA_013218635,csgA
Australia_GCA_013218635,csgC
Australia_GCA_013218635,sifA
Australia_GCA_013218635,pefD
Australia_GCA_013218635,pefC
Australia_GCA_013218635,pefA
Australia_GCA_013218635,pefB
Australia_GCA_013218635,spvC
Australia_GCA_013218635,spvB
Australia_GCA_013218635,spvR
Australia_GCA_013218635,sopD
Australia_GCA_013218635,invH
Australia_GCA_013218635,invF
Australia_GCA_013218635,invG
Australia_GCA_013218635,invE
Australia_GCA_013218635,invA
Australia_GCA_013218635,invB
Australia_GCA_013218635,invC
Australia_GCA_013218635,invI
Australia_GCA_013218635,invJ
Australia_GCA_013218635,spaO
Australia_GCA_013218635,spaP
Australia_GCA_013218635,spaQ
Australia_GCA_013218635,spaR
Australia_GCA_013218635,spaS
Australia_GCA_013218635,sicA
Australia_GCA_013218635,sipB/sspB
Australia_GCA_013218635,sipC/sspC
Australia_GCA_013218635,sipD
Australia_GCA_013218635,sipA/sspA
Australia_GCA_013218635,sicP
Australia_GCA_013218635,sptP
Australia_GCA_013218635,prgH
Australia_GCA_013218635,prgI
Australia_GCA_013218635,prgJ
Australia_GCA_013218635,prgK
Australia_GCA_013218635,orgA
Australia_GCA_013218635,orgB
Australia_GCA_013218635,orgC
Australia_GCA_013218635,avrA
Australia_GCA_013218635,steC
Australia_GCA_013218635,sseI/srfH
Australia_GCA_013218635,ompA
Australia_GCA_013218635,pipB
Australia_GCA_013218635,sopB/sigD
Australia_GCA_013218635,ratB
Australia_GCA_013218635,sinH
Australia_GCA_013218635,sseK1
Australia_GCA_013218635,sopD2
Australia_GCA_013218635,slrP
Australia_GCA_013218635,misL
Australia_GCA_013218635,mgtB
Australia_GCA_013218635,mgtC
Australia_GCA_013218635,spiC/ssaB
Australia_GCA_013218635,ssaC
Australia_GCA_013218635,ssaD
Australia_GCA_013218635,ssaE
Australia_GCA_013218635,sseA
Australia_GCA_013218635,sseB
Australia_GCA_013218635,sscA
Australia_GCA_013218635,sseC
Australia_GCA_013218635,sseD
Australia_GCA_013218635,sseE
Australia_GCA_013218635,sscB
Australia_GCA_013218635,sseF
Australia_GCA_013218635,sseG
Australia_GCA_013218635,ssaG
Australia_GCA_013218635,ssaH
Australia_GCA_013218635,ssaI
Australia_GCA_013218635,ssaJ
Australia_GCA_013218635,ssaK
Australia_GCA_013218635,ssaL
Australia_GCA_013218635,ssaM
Australia_GCA_013218635,ssaV
Australia_GCA_013218635,ssaN
Australia_GCA_013218635,ssaO
Australia_GCA_013218635,ssaP
Australia_GCA_013218635,ssaQ
Australia_GCA_013218635,ssaR
Australia_GCA_013218635,ssaS
Australia_GCA_013218635,ssaT
Australia_GCA_013218635,ssaU
Australia_GCA_013218635,steA
Australia_GCA_013218635,sifB
Australia_GCA_013218635,steB
Australia_GCA_013218635,sseJ
Australia_GCA_013218635,sopE2
Australia_GCA_013218635,sodCI
Australia_GCA_013218635,sopA
Australia_GCA_013218635,fimI
Australia_GCA_013218635,fimC
Australia_GCA_013218635,fimD
Australia_GCA_013218635,fimH
Australia_GCA_013218635,fimF
Australia_GCA_013218635,fepG
Australia_GCA_013218635,entB
Australia_GCA_013218635,entA
Australia_GCA_013218635,sseL
Australia_GCA_013218635,lpfE
Australia_GCA_013218635,lpfD
Australia_GCA_013218635,lpfC
Australia_GCA_013218635,lpfB
Australia_GCA_013218635,lpfA
Australia_GCA_013218745,rck
Australia_GCA_013218745,ssaU
Australia_GCA_013218745,ssaT
Australia_GCA_013218745,ssaS
Australia_GCA_013218745,ssaR
Australia_GCA_013218745,ssaQ
Australia_GCA_013218745,ssaP
Australia_GCA_013218745,ssaO
Australia_GCA_013218745,ssaN
Australia_GCA_013218745,ssaV
Australia_GCA_013218745,ssaM
Australia_GCA_013218745,ssaL
Australia_GCA_013218745,ssaK
Australia_GCA_013218745,ssaJ
Australia_GCA_013218745,ssaI
Australia_GCA_013218745,ssaH
Australia_GCA_013218745,ssaG
Australia_GCA_013218745,sseG
Australia_GCA_013218745,sseF
Australia_GCA_013218745,sscB
Australia_GCA_013218745,sseE
Australia_GCA_013218745,sseD
Australia_GCA_013218745,sseC
Australia_GCA_013218745,sscA
Australia_GCA_013218745,sseB
Australia_GCA_013218745,sseA
Australia_GCA_013218745,ssaE
Australia_GCA_013218745,ssaD
Australia_GCA_013218745,ssaC
Australia_GCA_013218745,spiC/ssaB
Australia_GCA_013218745,sspH2
Australia_GCA_013218745,steC
Australia_GCA_013218745,lpfE
Australia_GCA_013218745,lpfD
Australia_GCA_013218745,lpfC
Australia_GCA_013218745,lpfB
Australia_GCA_013218745,lpfA
Australia_GCA_013218745,misL
Australia_GCA_013218745,mgtB
Australia_GCA_013218745,mgtC
Australia_GCA_013218745,sseK1
Australia_GCA_013218745,sopD2
Australia_GCA_013218745,slrP
Australia_GCA_013218745,pefD
Australia_GCA_013218745,pefC
Australia_GCA_013218745,pefA
Australia_GCA_013218745,pefB
Australia_GCA_013218745,spvC
Australia_GCA_013218745,spvB
Australia_GCA_013218745,spvR
Australia_GCA_013218745,steA
Australia_GCA_013218745,sifB
Australia_GCA_013218745,steB
Australia_GCA_013218745,sseJ
Australia_GCA_013218745,sinH
Australia_GCA_013218745,ratB
Australia_GCA_013218745,sseL
Australia_GCA_013218745,sopD
Australia_GCA_013218745,invH
Australia_GCA_013218745,invF
Australia_GCA_013218745,invG
Australia_GCA_013218745,invE
Australia_GCA_013218745,invA
Australia_GCA_013218745,invB
Australia_GCA_013218745,invC
Australia_GCA_013218745,invI
Australia_GCA_013218745,invJ
Australia_GCA_013218745,spaO
Australia_GCA_013218745,spaP
Australia_GCA_013218745,spaQ
Australia_GCA_013218745,spaR
Australia_GCA_013218745,spaS
Australia_GCA_013218745,sicA
Australia_GCA_013218745,sipB/sspB
Australia_GCA_013218745,sipC/sspC
Australia_GCA_013218745,sipD
Australia_GCA_013218745,sipA/sspA
Australia_GCA_013218745,sicP
Australia_GCA_013218745,sptP
Australia_GCA_013218745,prgH
Australia_GCA_013218745,prgI
Australia_GCA_013218745,prgJ
Australia_GCA_013218745,prgK
Australia_GCA_013218745,orgA
Australia_GCA_013218745,orgB
Australia_GCA_013218745,orgC
Australia_GCA_013218745,avrA
Australia_GCA_013218745,sopE2
Australia_GCA_013218745,sodCI
Australia_GCA_013218745,fimI
Australia_GCA_013218745,fimC
Australia_GCA_013218745,fimD
Australia_GCA_013218745,fimH
Australia_GCA_013218745,fimF
Australia_GCA_013218745,fepG
Australia_GCA_013218745,entB
Australia_GCA_013218745,entA
Australia_GCA_013218745,sseI/srfH
Australia_GCA_013218745,ompA
Australia_GCA_013218745,pipB
Australia_GCA_013218745,sopB/sigD
Australia_GCA_013218745,csgG
Australia_GCA_013218745,csgF
Australia_GCA_013218745,csgE
Australia_GCA_013218745,csgD
Australia_GCA_013218745,csgB
Australia_GCA_013218745,csgA
Australia_GCA_013218745,csgC
Australia_GCA_013218745,sifA
Australia_GCA_013218745,pipB2
Australia_GCA_013218745,mig-14
Australia_GCA_013218745,sopA
Australia_GCA_013218805,rck
Australia_GCA_013218805,sseL
Australia_GCA_013218805,pipB2
Australia_GCA_013218805,mig-14
Australia_GCA_013218805,sspH2
Australia_GCA_013218805,sseK1
Australia_GCA_013218805,csgG
Australia_GCA_013218805,csgF
Australia_GCA_013218805,csgE
Australia_GCA_013218805,csgD
Australia_GCA_013218805,csgB
Australia_GCA_013218805,csgA
Australia_GCA_013218805,csgC
Australia_GCA_013218805,sifA
Australia_GCA_013218805,sopA
Australia_GCA_013218805,ssaU
Australia_GCA_013218805,ssaT
Australia_GCA_013218805,ssaS
Australia_GCA_013218805,ssaR
Australia_GCA_013218805,ssaQ
Australia_GCA_013218805,ssaP
Australia_GCA_013218805,ssaO
Australia_GCA_013218805,ssaN
Australia_GCA_013218805,ssaV
Australia_GCA_013218805,ssaM
Australia_GCA_013218805,ssaL
Australia_GCA_013218805,ssaK
Australia_GCA_013218805,ssaJ
Australia_GCA_013218805,ssaI
Australia_GCA_013218805,ssaH
Australia_GCA_013218805,ssaG
Australia_GCA_013218805,sseG
Australia_GCA_013218805,sseF
Australia_GCA_013218805,sscB
Australia_GCA_013218805,sseE
Australia_GCA_013218805,sseD
Australia_GCA_013218805,sseC
Australia_GCA_013218805,sscA
Australia_GCA_013218805,sseB
Australia_GCA_013218805,sseA
Australia_GCA_013218805,ssaE
Australia_GCA_013218805,ssaD
Australia_GCA_013218805,ssaC
Australia_GCA_013218805,spiC/ssaB
Australia_GCA_013218805,slrP
Australia_GCA_013218805,misL
Australia_GCA_013218805,mgtB
Australia_GCA_013218805,mgtC
Australia_GCA_013218805,sodCI
Australia_GCA_013218805,sopE2
Australia_GCA_013218805,steC
Australia_GCA_013218805,sinH
Australia_GCA_013218805,ratB
Australia_GCA_013218805,sseI/srfH
Australia_GCA_013218805,ompA
Australia_GCA_013218805,pipB
Australia_GCA_013218805,sopB/sigD
Australia_GCA_013218805,lpfE
Australia_GCA_013218805,lpfD
Australia_GCA_013218805,lpfC
Australia_GCA_013218805,lpfB
Australia_GCA_013218805,lpfA
Australia_GCA_013218805,avrA
Australia_GCA_013218805,orgC
Australia_GCA_013218805,orgB
Australia_GCA_013218805,orgA
Australia_GCA_013218805,prgK
Australia_GCA_013218805,prgJ
Australia_GCA_013218805,prgI
Australia_GCA_013218805,prgH
Australia_GCA_013218805,sptP
Australia_GCA_013218805,sicP
Australia_GCA_013218805,sipA/sspA
Australia_GCA_013218805,sipD
Australia_GCA_013218805,sipC/sspC
Australia_GCA_013218805,sipB/sspB
Australia_GCA_013218805,sicA
Australia_GCA_013218805,spaS
Australia_GCA_013218805,spaR
Australia_GCA_013218805,spaQ
Australia_GCA_013218805,spaP
Australia_GCA_013218805,spaO
Australia_GCA_013218805,invJ
Australia_GCA_013218805,invI
Australia_GCA_013218805,invC
Australia_GCA_013218805,invB
